Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785725666,50,,Aggregated,129.500000,0.000000,13,42,110,150,250,340,490,720,1300,1300,1300,4927,0,13,83.67345565245918,3.1956000020727515,1286.5847000066424,1227.9232798863407
1785725667,50,,Aggregated,131.200000,0.000000,12,37,100,150,250,340,490,660,1300,1300,1300,5078,0,12,81.39744131541555,2.9174000083003193,1286.5847000066424,1228.7477353288696
1785725668,50,,Aggregated,132.600000,0.000000,12,35,98,140,240,330,490,640,1300,1300,1300,5235,0,12,79.88877325685846,2.9174000083003193,1286.5847000066424,1228.8895893027698
1785725669,50,,Aggregated,133.800000,0.000000,12,35,98,140,240,330,490,640,1300,1300,1300,5380,0,12,79.46212934937337,2.9174000083003193,1286.5847000066424,1228.5381040892194
1785725670,50,,Aggregated,136.200000,0.000000,12,35,95,140,240,330,480,630,1300,1300,1300,5525,0,12,78.270250208098,2.9174000083003193,1286.5847000066424,1228.9703167420814
1785725671,50,,Aggregated,136.500000,0.000000,12,35,93,130,230,320,470,620,1300,1300,1300,5670,0,12,77.33085343910494,2.9174000083003193,1286.5847000066424,1228.657319223986
1785725672,50,,Aggregated,139.000000,0.000000,12,31,88,130,230,320,460,610,1300,1300,1300,5837,0,12,75.44298341609927,2.9174000083003193,1286.5847000066424,1229.1946205242418
1785725673,50,,Aggregated,142.800000,0.000000,12,27,82,120,230,310,460,610,1300,1300,1300,5996,0,12,73.6644698131868,2.8365999896777794,1286.5847000066424,1229.3403935957306
1785725674,50,,Aggregated,145.800000,0.000000,12,25,78,120,230,310,460,600,1300,1300,1300,6158,0,12,72.09011130235739,2.8365999896777794,1286.5847000066424,1229.3480025982462
1785725675,50,,Aggregated,147.400000,0.000000,12,25,77,120,220,310,460,580,1300,1300,1300,6303,0,12,71.37741680152132,2.8365999896777794,1286.5847000066424,1228.6303347612247
1785725676,50,,Aggregated,148.100000,0.000000,12,27,79,120,220,310,460,580,1300,1300,1300,6399,0,12,71.95107952806156,2.8365999896777794,1286.5847000066424,1228.1468979528051
1785725677,50,,Aggregated,151.200000,0.000000,12,28,80,120,230,310,450,570,1300,1300,1300,6555,0,12,72.16710004576181,2.8365999896777794,1286.5847000066424,1227.683295194508
1785725678,50,,Aggregated,150.100000,0.000000,12,29,83,120,230,310,450,560,1300,1300,1300,6684,0,12,72.7724217833524,2.8365999896777794,1286.5847000066424,1227.7441651705565
1785725679,50,,Aggregated,147.900000,0.000000,12,30,83,120,230,310,450,560,1300,1300,1300,6823,0,12,72.49651905321294,2.8365999896777794,1286.5847000066424,1228.0039572035762
1785725680,50,,Aggregated,144.900000,0.000000,12,32,86,130,230,310,450,560,1300,1300,1300,6944,0,12,73.04984310196677,2.8365999896777794,1286.5847000066424,1228.630616359447
1785725681,50,,Aggregated,143.800000,0.000000,12,29,81,120,230,300,440,560,1300,1300,1300,7095,0,12,71.75516215643805,2.8365999896777794,1286.5847000066424,1228.739393939394
1785725682,50,,Aggregated,142.200000,0.000000,12,32,85,130,230,320,460,560,1300,1300,1300,7177,0,12,73.84009379963493,2.8365999896777794,1286.5847000066424,1228.6448376759092
1785725683,50,,Aggregated,141.700000,0.000000,12,34,90,130,230,310,460,560,1300,1300,1300,7324,0,12,74.2189861141371,2.8365999896777794,1286.5847000066424,1228.9677771709448
1785725684,50,,Aggregated,134.400000,0.000000,13,35,89,130,230,310,450,560,1300,1300,1300,7466,0,13,73.68352429679004,2.8365999896777794,1286.5847000066424,1228.1271095633538
